CustomerID,I,Iu,Imax,Entropy,BasketNum,SumExp,AvgExp
12560.0,105,91,76,4.432923913878785,3,2134.01,711.3366666666667
12561.0,16,16,16,2.7280136331517735,1,238.85,238.85
12562.0,168,99,29,4.8989848815471735,7,3781.74,540.2485714285714
12564.0,21,21,21,2.9897327321232186,1,456.9,456.9
12565.0,9,9,9,2.1452089786889235,1,145.92,145.92
12566.0,19,19,19,2.8404907663812633,1,351.65,351.65
12571.0,34,31,20,3.452190179019647,2,519.61,259.805
12572.0,60,53,36,3.8972344716442406,2,1020.4200000000001,510.21000000000004
12573.0,28,26,28,2.716112743104722,1,160.54000000000002,160.54000000000002
12574.0,11,11,11,2.3578709930360593,1,218.45,218.45
12576.0,88,72,26,4.426911116149554,5,1315.83,263.166
12577.0,147,137,67,4.496306245507663,3,657.8,219.26666666666665
12578.0,114,111,70,4.467162238847224,2,2794.51,1397.255
12579.0,29,29,29,3.2561661114204767,1,440.42,440.42
12580.0,24,24,24,3.11904373979839,1,415.7,415.7
12581.0,15,15,15,2.6695909741709873,1,197.71,197.71
12582.0,22,21,12,2.8137354891160733,2,511.36,255.68
12583.0,247,115,24,5.267390190033474,15,7281.38,485.42533333333336
12584.0,96,44,18,4.396770030645044,9,2338.15,259.7944444444445
12585.0,87,77,65,4.189773678053016,2,2040.1,1020.05
12586.0,11,11,11,2.2826658784375473,1,196.94000000000003,196.94000000000003
12587.0,4,4,4,1.3527290342655756,1,144.0,144.0
12588.0,10,10,10,2.2285280687881217,1,214.89999999999998,214.89999999999998
12589.0,35,29,25,3.4274786968727615,2,646.6800000000001,323.34000000000003
12590.0,68,68,67,4.04133362524382,2,9864.26,4932.13
12591.0,26,26,26,3.059066893888767,1,452.84999999999997,452.84999999999997
12592.0,18,11,9,2.842260837074787,2,437.6,218.8
12593.0,21,14,11,2.990379760763266,3,418.1,139.36666666666667
12594.0,118,50,24,4.6475161675012435,10,3338.2200000000003,333.822
12596.0,27,25,15,2.9960718698582993,2,618.27,309.135
12597.0,206,184,116,5.017138621060766,4,3811.22,952.805
12598.0,132,84,26,4.713427898643717,8,3023.08,377.885
12599.0,62,32,14,3.9994075463691416,7,1032.58,147.51142857142855
12600.0,64,32,9,3.7785079851118035,10,2599.04,259.904
12601.0,28,21,9,3.1845238964742024,5,577.06,115.41199999999999
12602.0,12,12,12,2.4260200812093307,1,153.12,153.12
12603.0,2,2,2,0.4566062210649599,1,739.1999999999999,739.1999999999999
12604.0,16,15,10,2.7019874697353474,2,254.18,127.09
12607.0,101,101,101,4.5456422398881315,1,1579.51,1579.51
12609.0,60,57,27,3.9632583715001637,3,1126.85,375.6166666666666
12610.0,106,85,54,4.447905397498964,5,2099.54,419.908
12611.0,65,65,65,3.969373665973173,1,1193.32,1193.32
12612.0,19,19,19,2.844386550437359,1,704.0400000000001,704.0400000000001
12613.0,153,124,79,4.87049810899532,5,3344.38,668.876
12614.0,20,20,20,2.980530655601399,1,315.6,315.6
12615.0,105,82,31,4.425946838255353,4,2291.19,572.7975
12616.0,32,25,21,3.2917926221281912,2,713.3,356.65
12617.0,42,39,42,3.367415235553013,1,355.53,355.53
12618.0,11,11,11,2.298434718034448,1,177.31,177.31
12619.0,90,50,17,3.9991770066165424,9,3641.24,404.5822222222222
12620.0,92,89,35,4.405929247057475,3,1339.4099999999999,446.46999999999997
12621.0,467,261,57,5.6779153965843525,20,13689.67,684.4835
12622.0,11,11,11,2.3619017953261925,1,180.1,180.1
12623.0,18,18,18,2.779487560010575,1,305.1,305.1
12624.0,38,36,19,3.541390021435636,2,641.13,320.565
12625.0,86,73,53,4.0403280338253635,2,2683.8199999999997,1341.9099999999999
12626.0,294,232,62,5.417048043485753,9,6620.48,735.6088888888888
12627.0,230,162,60,5.299256132444811,7,4478.53,639.79
12628.0,41,34,17,3.6425512370674666,3,786.46,262.15333333333336
12630.0,64,60,35,3.924280252707233,2,1270.88,635.44
12631.0,31,31,31,3.0650512470358793,1,640.5,640.5
12633.0,101,73,38,4.202137499901496,4,2163.98,540.995
12635.0,101,96,61,4.437829690361932,2,1689.1799999999998,844.5899999999999
12637.0,390,205,77,5.65462103288731,8,6021.900000000001,752.7375000000001
12638.0,39,39,39,3.270531499997148,1,671.69,671.69
12639.0,22,22,22,2.8138145884000534,1,486.1,486.1
12640.0,53,47,42,3.7907598103305045,3,1174.5800000000002,391.5266666666667
12641.0,10,10,10,2.227917459705703,1,185.9,185.9
12642.0,47,39,24,3.60612753907313,3,1013.26,337.75333333333333
12643.0,24,11,8,2.6308807370197114,6,3344.6400000000003,557.44
12644.0,31,31,31,3.37114160361637,1,477.91,477.91
12645.0,73,58,23,4.135615507444179,4,1775.18,443.795
12646.0,45,43,24,3.657273924479702,2,1346.9699999999998,673.4849999999999
12647.0,121,78,19,4.475941348684938,12,3722.8199999999997,310.23499999999996
12648.0,21,21,21,2.9057761493437546,1,318.05,318.05
12649.0,31,28,17,3.2336178234909454,3,623.51,207.83666666666667
12650.0,20,20,20,2.3336572356466303,1,314.44,314.44
12651.0,9,9,9,2.1542903137164147,1,114.0,114.0
12652.0,48,48,48,3.667096216188678,1,919.98,919.98
12653.0,43,37,27,3.283459749127884,2,2209.85,1104.925
12654.0,38,31,11,3.6010165334121704,5,601.98,120.396
12656.0,126,89,37,4.5185604397355,5,4051.17,810.234
12657.0,47,35,28,3.556751789837039,4,1643.18,410.795
12658.0,36,36,36,3.5018718914790083,1,686.05,686.05
12659.0,5,5,5,1.5757427263485342,1,91.68,91.68
12660.0,13,13,13,2.5547164773024953,1,245.1,245.1
12662.0,230,129,31,5.356061871935285,11,3849.78,349.98
12664.0,37,10,9,3.307767514917582,9,4881.88,542.4311111111111
12665.0,3,3,3,1.052922565938695,1,63.0,63.0
12667.0,33,33,33,3.0770350230850885,1,620.13,620.13
12668.0,161,115,50,4.752806804883267,4,3807.1499999999996,951.7874999999999
12669.0,101,98,69,3.28703598976812,3,2744.0299999999997,914.6766666666666
12670.0,92,58,23,4.35850146891797,5,2996.0499999999997,599.2099999999999
12672.0,10,10,10,2.178273150587951,1,225.89999999999998,225.89999999999998
12673.0,42,42,23,3.522177261992654,2,610.52,305.26
12674.0,83,52,24,4.157374831862669,4,1970.6,492.65
12676.0,45,33,12,3.593861383288469,6,1331.39,221.89833333333334
12678.0,165,105,61,4.571131786598924,12,17628.46,1469.0383333333332
12679.0,48,43,42,3.672540225591678,4,1113.02,278.255
12680.0,53,33,20,3.908365532988564,4,880.81,220.2025
12681.0,638,267,50,6.210438851761738,22,13787.539999999999,626.7063636363636
12683.0,344,177,48,5.515405555611178,15,8476.57,565.1046666666666
12684.0,105,61,30,4.479450507605646,7,2283.63,326.23285714285714
12685.0,157,117,64,4.914039092731448,6,2863.08,477.18
12686.0,7,7,7,1.905378469302683,1,89.14,89.14
12689.0,72,57,38,4.138563017115258,2,1247.61,623.805
12690.0,16,16,16,2.65275464472174,1,389.01,389.01
12691.0,32,21,9,3.1018717075955227,6,1035.8,172.63333333333333
12693.0,39,35,12,3.514380467012881,4,855.9100000000001,213.97750000000002
12694.0,37,32,20,3.400120847161389,2,869.6700000000001,434.83500000000004
12695.0,27,23,13,3.1271110003837213,4,582.1,145.525
12697.0,41,37,19,3.5127154006087022,3,957.5899999999999,319.19666666666666
12700.0,268,193,89,5.388444640411696,4,4939.99,1234.9975
12701.0,53,50,32,3.8714289113449563,2,797.71,398.855
12702.0,12,12,12,2.4750148544369965,1,219.0,219.0
12703.0,21,21,21,2.97065045824084,1,283.55,283.55
12704.0,88,64,20,4.145584258914013,8,2340.84,292.605
12705.0,334,228,63,5.593657389437499,9,6868.29,763.1433333333333
12707.0,33,33,33,3.272322802399075,1,603.42,603.42
12708.0,157,86,21,4.981307908470969,10,2712.91,271.291
12709.0,208,93,42,4.912008954500742,15,9736.52,649.1013333333334
12710.0,77,75,44,4.21887763349743,3,1149.02,383.00666666666666
12712.0,133,58,16,4.672383982146624,13,4396.13,338.1638461538462
12713.0,38,38,38,3.4606622259467805,1,848.55,848.55
12714.0,259,216,69,5.32753757576866,5,4708.86,941.7719999999999
12715.0,21,20,21,2.7991991161347225,1,353.86,353.86
12716.0,69,60,45,4.146021551084317,2,1053.49,526.745
12717.0,55,49,31,3.767702070191236,2,1030.98,515.49
12718.0,19,19,19,2.7646237000388543,1,238.25,238.25
12719.0,39,34,21,3.598173907785495,2,644.95,322.475
12720.0,354,211,30,5.712772210470703,25,5781.73,231.26919999999998
12721.0,161,133,36,4.960624506799381,6,2656.13,442.68833333333333
12722.0,53,50,29,3.802403313883096,4,997.63,249.4075
12723.0,69,53,35,3.8687734441933803,5,725.0699999999999,145.01399999999998
12724.0,53,47,27,3.8869940874580013,4,1031.41,257.8525
12725.0,24,24,24,3.092719146291797,1,427.8,427.8
12726.0,124,57,36,4.69040514682365,7,2609.1,372.7285714285714
12727.0,139,109,48,4.60050970265065,7,3980.7,568.6714285714286
12728.0,46,38,13,3.7404183552570034,4,836.3299999999999,209.08249999999998
12729.0,26,26,26,3.200780218491217,1,453.01,453.01
12731.0,274,109,46,5.256341010499435,12,18895.91,1574.6591666666666
12732.0,12,12,12,2.315740093546714,1,236.26000000000002,236.26000000000002
12733.0,22,22,22,2.767272920103523,1,383.95,383.95
12734.0,4,4,4,1.1196086804741838,1,110.39999999999999,110.39999999999999
12735.0,43,38,22,3.6103445681738013,2,779.5699999999999,389.78499999999997
12736.0,4,4,4,1.3419660155830435,1,234.0,234.0
12738.0,11,11,11,2.371181714523739,1,155.35,155.35
12739.0,38,38,37,3.1994487731638013,2,1013.04,506.52
12740.0,27,27,27,3.225752161343626,1,427.6,427.6
12743.0,134,114,83,4.599316509249935,2,546.4300000000001,273.21500000000003
12744.0,222,178,75,3.8185387533301673,7,21279.29,3039.8985714285714
12747.0,103,42,15,4.227352467653146,11,4196.01,381.4554545454546
12749.0,199,160,84,5.189423530583521,5,4090.88,818.176
12750.0,15,15,15,2.635278964316221,1,275.88,275.88
12752.0,53,53,53,3.6290558480619226,1,4366.78,4366.78
12753.0,197,132,48,5.086672086919398,6,21429.39,3571.565
12754.0,63,49,37,2.6994967146203,3,3010.74,1003.5799999999999
12755.0,4,4,3,0.033559388710420766,2,3811.95,1905.975
12756.0,4,4,4,1.1671964063056128,1,112.07999999999998,112.07999999999998
12758.0,97,84,56,4.409232296162873,2,2791.59,1395.795
12759.0,95,81,39,4.461399544577384,3,1531.44,510.48
12762.0,69,62,48,3.8782608462740935,2,1898.52,949.26
12763.0,18,16,16,2.5061438569419114,2,494.08,247.04
12764.0,45,45,45,3.568341897712564,1,1693.88,1693.88
12766.0,310,205,61,5.541421603802979,7,6989.63,998.5185714285715
12769.0,32,32,32,3.174565141826001,1,1143.6,1143.6
12770.0,12,12,12,2.340515441351723,1,1351.45,1351.45
12772.0,55,55,55,3.7236050402061713,1,892.47,892.47
12775.0,66,47,15,4.073889753118003,5,1386.04,277.20799999999997
12778.0,50,40,11,3.7794435268078277,6,822.23,137.03833333333333
12779.0,149,88,45,4.851732947222295,8,3981.3599999999997,497.66999999999996
12781.0,25,25,15,3.112412464133926,2,826.74,413.37
12782.0,103,81,30,4.4142722805830905,5,2330.92,466.184
12783.0,84,76,34,3.8097071658977213,6,2225.91,370.98499999999996
12784.0,59,54,58,3.644424155530739,2,574.42,287.21
12785.0,14,14,14,2.5362174586393964,1,311.95,311.95
12787.0,20,17,8,2.8667635341251625,3,463.65999999999997,154.5533333333333
12789.0,4,4,4,1.3015451658873403,1,91.85,91.85
12790.0,21,21,21,2.9047231260683883,1,324.92,324.92
12791.0,2,2,2,0.273564817517471,1,192.60000000000002,192.60000000000002
12792.0,25,25,25,3.110185079319441,1,400.53999999999996,400.53999999999996
12793.0,24,21,17,3.026047986645586,2,545.48,272.74
12794.0,45,43,25,3.690789839504815,2,860.41,430.205
12795.0,14,14,14,2.38445210321952,1,430.48,430.48
12797.0,13,13,13,2.4894678665693584,1,254.03,254.03
12798.0,8,6,6,1.3967893252305128,3,6977.04,2325.68
12802.0,25,25,25,3.1096874350289956,1,427.58,427.58
12808.0,28,27,12,3.3121299428243742,3,483.65000000000003,161.21666666666667
12809.0,25,25,25,3.039094765720511,1,489.31,489.31
12811.0,31,27,16,3.369598427492223,3,514.85,171.61666666666667
12812.0,15,15,15,2.644117548262426,1,229.64000000000001,229.64000000000001
12814.0,2,2,2,0.6250945683452025,1,125.92,125.92
12815.0,47,38,31,3.6416255530635167,2,1063.46,531.73
12816.0,29,27,15,3.2104186800018577,2,572.2,286.1
12817.0,4,4,4,1.348055350709946,1,166.04,166.04
12818.0,14,14,14,2.1718875696660462,1,1542.08,1542.08
12820.0,59,55,22,4.02679513653615,4,942.34,235.585
12821.0,6,6,6,1.7566073647488372,1,92.72,92.72
12822.0,46,41,37,3.6629958762338193,2,948.88,474.44
12823.0,5,1,1,1.5481559970055088,5,1759.5,351.9
12824.0,25,25,25,3.092738630875121,1,397.12,397.12
12826.0,91,58,24,4.44775572602202,7,1474.72,210.67428571428573
12827.0,25,19,15,3.121500084843896,3,430.15,143.38333333333333
12828.0,56,46,13,3.9041242026131675,6,1018.71,169.785
12829.0,11,9,6,2.172924006394015,2,293.0,146.5
12830.0,38,13,13,3.3924956411797123,6,6814.64,1135.7733333333333
12831.0,9,9,9,2.1254673553441368,1,215.05,215.05
12832.0,27,27,18,3.260589756791594,2,383.03000000000003,191.51500000000001
12833.0,24,24,24,3.138699898445815,1,417.38,417.38
12834.0,18,18,18,2.864233888133853,1,312.38,312.38
12836.0,175,148,62,4.84312931803174,4,2612.86,653.215
12837.0,12,12,12,2.3237970465932514,1,134.1,134.1
12838.0,123,115,64,4.429699653382733,2,683.1300000000001,341.56500000000005
12839.0,314,95,31,5.640894689213803,14,5591.42,399.38714285714286
12840.0,113,67,50,4.6389912312953525,4,2726.77,681.6925
12841.0,420,229,28,5.636050992790427,25,4022.35,160.894
12842.0,34,34,20,3.179905915041449,2,1118.99,559.495
12843.0,103,69,33,4.376845670876669,8,1702.26,212.7825
12844.0,52,47,28,3.590177874201549,2,325.96000000000004,162.98000000000002
12845.0,27,26,21,1.5565606415006767,4,354.09,88.5225
12847.0,91,72,91,3.858807259679959,1,871.54,871.54
12849.0,51,47,36,3.549454100376646,2,1050.8899999999999,525.4449999999999
12851.0,50,43,50,3.5190470036174473,1,135.18,135.18
12852.0,17,17,17,2.8016293159795533,1,311.55,311.55
12853.0,78,66,29,4.19932033478489,6,1957.1,326.18333333333334
12854.0,110,95,42,4.284822186470043,3,1324.5,441.5
12855.0,3,3,3,1.0617679930386195,1,38.1,38.1
12856.0,314,155,80,5.4383368900381805,6,2179.93,363.32166666666666
12857.0,46,37,34,3.727911611090082,2,1106.4,553.2
12863.0,5,5,5,1.082465415320887,1,521.2,521.2
12864.0,3,3,3,0.6063049239945906,1,147.12,147.12
12865.0,95,86,58,4.462865628359533,2,1568.23,784.115
12866.0,26,26,26,3.1097757556266705,1,559.12,559.12
12867.0,538,240,105,5.984074108594493,7,4036.8199999999997,576.6885714285714
12868.0,107,72,29,4.592508097040542,6,1607.0600000000002,267.84333333333336
12871.0,11,8,7,1.829228277296844,2,380.64,190.32
12872.0,66,58,38,3.8403018657024157,2,599.97,299.985
12873.0,4,4,4,1.3730039128771998,1,374.0,374.0
12875.0,2,1,1,0.4123917226972368,2,343.2300000000001,171.61500000000004
12876.0,85,67,51,4.19838541838408,2,2218.02,1109.01
12877.0,154,100,60,4.541186557062445,12,1535.77,127.98083333333334
12878.0,47,38,28,3.7889319611075134,2,854.99,427.495
12879.0,10,7,4,1.919107763030667,3,573.22,191.07333333333335
12881.0,7,7,7,1.2606950830527996,1,298.0,298.0
12882.0,13,12,8,2.4462039515793146,2,1463.04,731.52
12883.0,42,39,19,3.709515055441122,4,703.47,175.8675
12884.0,7,7,7,1.485293444368599,1,309.05,309.05
12885.0,71,66,39,4.200980268454075,3,1175.22,391.74
12886.0,82,75,47,4.349782647364094,2,1378.4,689.2
12888.0,5,4,4,1.5253644186557773,2,354.12,177.06
12890.0,82,78,82,3.83256611977561,1,380.46999999999997,380.46999999999997
12891.0,3,2,1,0.909357168386735,3,331.0,110.33333333333333
12893.0,34,27,34,3.1088332040767988,1,188.14,188.14
12895.0,22,22,16,3.0763957095351135,2,372.8,186.4
12897.0,4,3,2,1.3437500221148837,2,216.5,108.25
12902.0,10,10,10,2.2370489455228593,1,138.68,138.68
12904.0,72,59,40,3.918088178114205,2,509.58,254.79
12906.0,63,55,28,3.704007152647642,5,2919.81,583.962
12908.0,2,1,1,0.6815502814029536,2,750.0,375.0
12909.0,91,78,27,4.058220836183119,5,2178.67,435.73400000000004
12910.0,75,48,23,4.114142980422134,8,3075.04,384.38
12912.0,24,17,9,3.0687773391021724,5,1662.3,332.46
12913.0,50,37,22,3.5710620316763886,5,2483.63,496.726
12915.0,22,19,13,3.038543053288659,2,363.65,181.825
12916.0,107,53,40,4.388519483395176,4,3006.15,751.5375
12917.0,2,2,2,0.6931471805599453,1,594.0,594.0
12919.0,50,34,18,3.7123793985852878,6,1335.19,222.53166666666667
12920.0,28,27,28,3.0587544724156674,1,164.23,164.23
12922.0,28,28,28,3.2754371432078364,1,405.38,405.38
12923.0,29,28,29,3.0313478852788363,1,176.97,176.97
12924.0,30,22,15,2.8814058879958635,4,933.7,233.425
12925.0,45,42,23,3.729369466614168,2,694.05,347.025
